Type,Region,Residence Type,Service Type,Year,Coverage,Population,Service level
sdg,Central and Southern Asia,urban,Drinking water,2000,4.03946,18059882.03423,Unimproved
sdg,Central and Southern Asia,total,Sanitation,2001,27.4513,421455185.831,At least basic
sdg,Central and Southern Asia,urban,Sanitation,2001,58.08543,266806844.07173,At least basic
sdg,Central and Southern Asia,rural,Sanitation,2001,6.55352,70512463.95799,Basic service
sdg,Central and Southern Asia,total,Sanitation,2001,6.36669,97746765.04612,Limited service
sdg,Central and Southern Asia,rural,Sanitation,2001,2.86596,30836273.01297,Limited service
sdg,Central and Southern Asia,urban,Sanitation,2001,14.56681,66910494.65597,Limited service
sdg,Central and Southern Asia,total,Sanitation,2001,55.15849,846839001.70134,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2001,71.13205,765343777.31114,Open defecation
sdg,Central and Southern Asia,urban,Sanitation,2001,17.742,81495242.39291,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2001,7.8197,84135888.90287,Safely managed service
sdg,Central and Southern Asia,total,Sanitation,2001,11.02352,169242166.42308,Unimproved
sdg,Central and Southern Asia,rural,Sanitation,2001,11.62877,125119512.62754,Unimproved
sdg,Central and Southern Asia,urban,Sanitation,2001,9.60576,44122650.94969,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2001,39.19917,601818228.71644,Basic service
sdg,Central and Southern Asia,rural,Drinking water,2001,44.44178,478170433.88209,Basic service
sdg,Central and Southern Asia,urban,Drinking water,2001,26.91886,123647808.25149,Basic service
sdg,Central and Southern Asia,total,Drinking water,2001,4.80004,73694217.16225,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2001,5.66525,60955140.97474,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2001,2.77337,12739077.80737,Limited service
sdg,Central and Southern Asia,total,Drinking water,2001,42.41881,651248808.58262,Safely managed service
sdg,Central and Southern Asia,rural,Drinking water,2001,32.40808,348694011.80833,Safely managed service
sdg,Central and Southern Asia,urban,Drinking water,2001,65.86797,302554812.88928,Safely managed service
sdg,Central and Southern Asia,total,Drinking water,2001,2.34242,35962743.88689,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2001,3.15419,33937412.031,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2001,0.44093,2025332.60672,Surface water
sdg,Central and Southern Asia,total,Drinking water,2001,11.23956,172559120.65333,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2001,14.3307,154190917.11634,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2001,3.99887,18368200.51499,Unimproved
sdg,Central and Southern Asia,total,Sanitation,2002,29.52449,461236733.47403,At least basic
sdg,Central and Southern Asia,urban,Sanitation,2002,59.00724,278912857.49234,At least basic
sdg,Central and Southern Asia,rural,Sanitation,2002,7.88319,85890681.91945,Basic service
sdg,Central and Southern Asia,total,Sanitation,2002,6.84504,106934449.07859,Limited service
sdg,Central and Southern Asia,rural,Sanitation,2002,3.3778,36802543.20822,Limited service
sdg,Central and Southern Asia,urban,Sanitation,2002,14.83722,70131906.10156,Limited service
sdg,Central and Southern Asia,total,Sanitation,2002,52.85544,825716900.97829,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2002,68.48262,746146760.23634,Open defecation
sdg,Central and Southern Asia,urban,Sanitation,2002,16.83398,79570139.72355,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2002,8.8508,96433194.91942,Safely managed service
sdg,Central and Southern Asia,total,Sanitation,2002,10.77503,168329368.46909,Unimproved
sdg,Central and Southern Asia,rural,Sanitation,2002,11.40559,124268648.10719,Unimproved
sdg,Central and Southern Asia,urban,Sanitation,2002,9.32156,44060726.55755,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2002,38.77828,605801090.79726,Basic service
sdg,Central and Southern Asia,rural,Drinking water,2002,43.78718,477079605.87386,Basic service
sdg,Central and Southern Asia,urban,Drinking water,2002,27.23252,128721484.6042,Basic service
sdg,Central and Southern Asia,total,Drinking water,2002,4.56757,71355443.92872,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2002,5.40949,58938663.85652,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2002,2.62691,12416780.0189,Limited service
sdg,Central and Southern Asia,total,Drinking water,2002,43.52746,679993593.7792,Safely managed service
sdg,Central and Southern Asia,rural,Drinking water,2002,33.87934,369129573.72425,Safely managed service
sdg,Central and Southern Asia,urban,Drinking water,2002,65.76688,310864020.70713,Safely managed service
sdg,Central and Southern Asia,total,Drinking water,2002,2.27293,35508053.25904,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2002,3.07011,33450183.95374,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2002,0.43537,2057869.25266,Surface water
sdg,Central and Southern Asia,total,Drinking water,2002,10.85376,169559270.23578,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2002,13.85388,150943800.98226,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2002,3.93832,18615475.29259,Unimproved
sdg,Central and Southern Asia,total,Sanitation,2003,31.60654,502236555.77898,At least basic
sdg,Central and Southern Asia,urban,Sanitation,2003,59.93573,291405874.20352,At least basic
sdg,Central and Southern Asia,rural,Sanitation,2003,7.72256,85166763.03372,Basic service
sdg,Central and Southern Asia,total,Sanitation,2003,7.30834,116131504.33333,Limited service
sdg,Central and Southern Asia,rural,Sanitation,2003,3.87103,42690841.0667,Limited service
sdg,Central and Southern Asia,urban,Sanitation,2003,15.10512,73440663.95069,Limited service
sdg,Central and Southern Asia,total,Sanitation,2003,50.56037,803418053.29871,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2003,65.83038,725997280.67409,Open defecation
sdg,Central and Southern Asia,urban,Sanitation,2003,15.92374,77420789.7174,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2003,11.39468,125663922.25139,Safely managed service
sdg,Central and Southern Asia,total,Sanitation,2003,10.52475,167241213.58898,Unimproved
sdg,Central and Southern Asia,rural,Sanitation,2003,11.18135,123311281.11472,Unimproved
sdg,Central and Southern Asia,urban,Sanitation,2003,9.03541,43929909.73776,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2003,38.35314,609441836.64274,Basic service
sdg,Central and Southern Asia,rural,Drinking water,2003,43.11655,475502272.20565,Basic service
sdg,Central and Southern Asia,urban,Drinking water,2003,27.5484,133939575.24429,Basic service
sdg,Central and Southern Asia,total,Drinking water,2003,4.33333,68857876.2717,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2003,5.15004,56796141.66371,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2003,2.48083,12061735.91811,Limited service
sdg,Central and Southern Asia,total,Drinking water,2003,44.63833,709315268.5092,Safely managed service
sdg,Central and Southern Asia,rural,Drinking water,2003,35.3692,390062134.72996,Safely managed service
sdg,Central and Southern Asia,urban,Drinking water,2003,65.6633,319253141.66871,Safely managed service
sdg,Central and Southern Asia,total,Drinking water,2003,2.20353,35014696.04197,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2003,2.9862,32932764.60221,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2003,0.42821,2081932.22137,Surface water
sdg,Central and Southern Asia,total,Drinking water,2003,10.47167,166397649.53439,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2003,13.37802,147536774.9391,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2003,3.87926,18860852.5569,Unimproved
sdg,Central and Southern Asia,total,Sanitation,2004,33.69872,544434058.01875,At least basic
sdg,Central and Southern Asia,urban,Sanitation,2004,60.87241,304304540.81996,At least basic
sdg,Central and Southern Asia,rural,Sanitation,2004,7.67518,85630972.2706,Basic service
sdg,Central and Southern Asia,total,Sanitation,2004,7.75641,125311990.25049,Limited service
sdg,Central and Southern Asia,rural,Sanitation,2004,4.34495,48476037.09274,Limited service
sdg,Central and Southern Asia,urban,Sanitation,2004,15.3701,76835955.66272,Limited service
sdg,Central and Southern Asia,total,Sanitation,2004,48.2756,779937040.96258,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2004,63.17935,704884020.18704,Open defecation
sdg,Central and Southern Asia,urban,Sanitation,2004,15.01344,75053009.63634,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2004,13.84784,154498553.85429,Safely managed service
sdg,Central and Southern Asia,total,Sanitation,2004,10.26928,165909695.76657,Unimproved
sdg,Central and Southern Asia,rural,Sanitation,2004,10.95268,122197702.28284,Unimproved
sdg,Central and Southern Asia,urban,Sanitation,2004,8.74405,43711992.44348,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2004,37.9229,612679633.08489,Basic service
sdg,Central and Southern Asia,rural,Drinking water,2004,42.43153,473403211.05819,Basic service
sdg,Central and Southern Asia,urban,Drinking water,2004,27.86055,139276418.60078,Basic service
sdg,Central and Southern Asia,total,Drinking water,2004,4.09736,66196713.73575,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2004,4.887,54523599.53521,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2004,2.33506,11673113.6074,Limited service
sdg,Central and Southern Asia,total,Drinking water,2004,45.75596,739230025.58735,Safely managed service
sdg,Central and Southern Asia,rural,Drinking water,2004,36.88049,411470933.95335,Safely managed service
sdg,Central and Southern Asia,urban,Drinking water,2004,65.56421,327759098.0902,Safely managed service
sdg,Central and Southern Asia,total,Drinking water,2004,2.13371,34472020.44541,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2004,2.90045,32359947.20857,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2004,0.42249,2112072.66573,Surface water
sdg,Central and Southern Asia,total,Drinking water,2004,10.09007,163014392.14498,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2004,12.90053,143929593.93329,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2004,3.81768,19084795.59839,Unimproved
sdg,Central and Southern Asia,total,Sanitation,2005,35.80346,587831995.31649,At least basic
sdg,Central and Southern Asia,urban,Sanitation,2005,61.78644,317435220.1109,At least basic
sdg,Central and Southern Asia,rural,Sanitation,2005,8.16363,92091325.61242,Basic service
sdg,Central and Southern Asia,total,Sanitation,2005,8.18561,134393869.03545,Limited service
sdg,Central and Southern Asia,rural,Sanitation,2005,4.78033,53925426.08329,Limited service
sdg,Central and Southern Asia,urban,Sanitation,2005,15.66259,80468443.61212,Limited service
sdg,Central and Southern Asia,total,Sanitation,2005,46.00268,755285830.70145,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2005,60.5314,682835460.55488,Open defecation
sdg,Central and Southern Asia,urban,Sanitation,2005,14.10193,72450374.42786,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2005,15.80626,178305452.52951,Safely managed service
sdg,Central and Southern Asia,total,Sanitation,2005,10.00825,164318485.9466,Unimproved
sdg,Central and Southern Asia,rural,Sanitation,2005,10.71837,120910582.53241,Unimproved
sdg,Central and Southern Asia,urban,Sanitation,2005,8.44903,43407927.51267,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2005,37.49533,615609646.68769,Basic service
sdg,Central and Southern Asia,rural,Drinking water,2005,41.64958,469835680.75671,Basic service
sdg,Central and Southern Asia,urban,Drinking water,2005,28.37383,145773969.28914,Basic service
sdg,Central and Southern Asia,total,Drinking water,2005,3.86569,63468039.66404,Limited service
sdg,Central and Southern Asia,rural,Drinking water,2005,4.62588,52183031.60066,Limited service
sdg,Central and Southern Asia,urban,Drinking water,2005,2.19654,11285008.41508,Limited service
sdg,Central and Southern Asia,total,Drinking water,2005,46.86552,769452245.69065,Safely managed service
sdg,Central and Southern Asia,rural,Drinking water,2005,38.49107,434205485.106,Safely managed service
sdg,Central and Southern Asia,urban,Drinking water,2005,65.25332,335246764.55077,Safely managed service
sdg,Central and Southern Asia,total,Drinking water,2005,2.06174,33850300.09866,Surface water
sdg,Central and Southern Asia,rural,Drinking water,2005,2.81126,31712928.0455,Surface water
sdg,Central and Southern Asia,urban,Drinking water,2005,0.41602,2137372.24671,Surface water
sdg,Central and Southern Asia,total,Drinking water,2005,9.71172,159449948.8606,Unimproved
sdg,Central and Southern Asia,rural,Drinking water,2005,12.42222,140131121.80363,Unimproved
sdg,Central and Southern Asia,urban,Drinking water,2005,3.76027,19318851.16288,Unimproved
sdg,Central and Southern Asia,total,Sanitation,2006,37.91136,632243927.91447,At least basic
sdg,Central and Southern Asia,urban,Sanitation,2006,62.74486,331137615.15607,At least basic
sdg,Central and Southern Asia,rural,Sanitation,2006,8.67228,98858504.40601,Basic service
sdg,Central and Southern Asia,total,Sanitation,2006,8.60635,143527299.36717,Limited service
sdg,Central and Southern Asia,rural,Sanitation,2006,5.22164,59523370.4062,Limited service
sdg,Central and Southern Asia,urban,Sanitation,2006,15.91729,84003921.49314,Limited service
sdg,Central and Southern Asia,total,Sanitation,2006,43.73935,729436774.57199,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2006,57.88336,659834018.0495,Open defecation
sdg,Central and Southern Asia,urban,Sanitation,2006,13.18852,69602733.12703,Open defecation
sdg,Central and Southern Asia,rural,Sanitation,2006,17.74201,202247777.042,Safely managed service
sdg,Central and Southern Asia,total,Sanitation,2006,9.74293,162481940.14469,Unimproved
sdg,Central and Southern Asia,rural,Sanitation,2006,10.48072,119473649.94003,Unimproved
sdg,Central and Southern Asia,urban,Sanitation,2006,8.14933,43008321.37167,Unimproved
sdg,Central and Southern Asia,total,Drinking water,2006,37.05902,618029489.51218,Basic service
sdg,Central and Southern Asia,rural,Drinking water,2006,40.8468,465627939.21744,Basic service
sdg,Central and Southern Asia,urban,Drinking water,2006,28.87746,152401526.66596,Basic service
sdg,Central and Southern Asia,total,Drinking water,2006,3.63204,60571190.74808,Limited service
